question,ground_truth,redis_key,source,corpus_chunk_index,hybrid_rrf_hit@10,hybrid_rrf_gold_rank_in_topk,hybrid_rrf_retrieved_redis_keys,dense_top10_redis_keys,bm25_top10_redis_keys
服用华法林的患者能否使用非处方咪康唑口腔凝胶？,服用华法林的患者不得使用非处方咪康唑口腔凝胶，因为两者合用可能导致出血事件，包括致命病例。,qwen3:2554,药圈网,2554,1,1,qwen3:2554|qwen3:2555|qwen3:2553|qwen3:1667|qwen3:2191|qwen3:2544|qwen3:1934|qwen3:2382|qwen3:1669|qwen3:1757,qwen3:2555|qwen3:2554|qwen3:2553|qwen3:2191|qwen3:1667|qwen3:1934|qwen3:1669|qwen3:1507|qwen3:2414|qwen3:2635,qwen3:2554|qwen3:2553|qwen3:2555|qwen3:1667|qwen3:2544|qwen3:2382|qwen3:1757|qwen3:2380|qwen3:834|qwen3:107
老年人慢性心衰急性加重是否常见？,慢性心衰急性加重是老年人住院治疗的最常见原因之一。,qwen3:352,丁香园用药指南,352,1,1,qwen3:352|qwen3:353|qwen3:344|qwen3:350|qwen3:354|qwen3:1670|qwen3:2284|qwen3:1607|qwen3:1822|qwen3:558,qwen3:352|qwen3:354|qwen3:353|qwen3:1670|qwen3:344|qwen3:350|qwen3:558|qwen3:1863|qwen3:349|qwen3:347,qwen3:352|qwen3:353|qwen3:344|qwen3:2284|qwen3:1607|qwen3:1822|qwen3:2168|qwen3:350|qwen3:489|qwen3:2765
本研究中Esaxerenone的PBPK模型是如何构建的？,本研究使用GastroPlus构建了三种Esaxerenone PBPK模型：模型1基于猴子静脉给药数据通过单物种异速缩放预测人体参数，并设为1室模型；模型2和模型3均为2-房室模型，分别基于口服和静脉注射5mg Esaxerenone的人体PK数据拟合或计算得到参数，其中模型3还计算并输入了首过效应（FPEs）。,qwen3:1231,凡默谷,1231,1,2,qwen3:1226|qwen3:1231|qwen3:1238|qwen3:1240|qwen3:1241|qwen3:1225|qwen3:1232|qwen3:1227|qwen3:1229|qwen3:1794,qwen3:1226|qwen3:1238|qwen3:1231|qwen3:1232|qwen3:1225|qwen3:1229|qwen3:1241|qwen3:1240|qwen3:1227|qwen3:1794,qwen3:1226|qwen3:1240|qwen3:1231|qwen3:1241|qwen3:1227|qwen3:1225|qwen3:1238|qwen3:1232|qwen3:1229|qwen3:1163
广东省人民医院营养科的门诊时间是什么时候？,广东省人民医院营养科门诊时间为周一至周五早8:00-12:00，周二下午14:00-17:00。,qwen3:2416,粤营养越健康,2416,1,1,qwen3:2416|qwen3:215|qwen3:2172|qwen3:604|qwen3:1354|qwen3:1271|qwen3:2066|qwen3:776|qwen3:1531|qwen3:1895,qwen3:2416|qwen3:215|qwen3:604|qwen3:1271|qwen3:776|qwen3:1895|qwen3:1284|qwen3:2049|qwen3:2379|qwen3:2431,qwen3:2416|qwen3:2172|qwen3:1354|qwen3:2066|qwen3:1531|qwen3:1959|qwen3:297|qwen3:513|qwen3:2117|qwen3:2153
服用华法林期间为什么不能大量吃绿苋菜、香菜、芹菜等蔬菜？,因为这些蔬菜富含维生素K，可能拮抗华法林的有效成分，导致INR水平难以达标。,qwen3:2404,第十一诊室,2404,1,1,qwen3:2404|qwen3:1290|qwen3:2191|qwen3:1792|qwen3:2408|qwen3:1283|qwen3:2403|qwen3:2499|qwen3:1668|qwen3:2488,qwen3:2191|qwen3:1792|qwen3:1283|qwen3:1290|qwen3:1668|qwen3:2404|qwen3:1507|qwen3:1291|qwen3:1818|qwen3:2414,qwen3:2404|qwen3:2408|qwen3:2403|qwen3:2499|qwen3:2488|qwen3:1290|qwen3:1819|qwen3:309|qwen3:9|qwen3:11
心衰患者使用ACEIs或ARBs时，联用NSAIDs会带来哪些风险？,联用NSAIDs可因肾血管舒张前列腺素合成减少，导致肾小球滤过率降低，增加急性肾功能衰竭风险，尤其在老年、血容量不足或正在接受利尿治疗的患者中。建议尽量避免联用；如需联用，应适当水化、监测肾功能，并使用最低有效剂量和最短疗程。,qwen3:350,丁香园用药指南,350,1,1,qwen3:350|qwen3:1288|qwen3:344|qwen3:345|qwen3:351|qwen3:2734|qwen3:712|qwen3:722|qwen3:1680|qwen3:2537,qwen3:350|qwen3:345|qwen3:2734|qwen3:712|qwen3:722|qwen3:2537|qwen3:414|qwen3:2538|qwen3:723|qwen3:1288,qwen3:344|qwen3:351|qwen3:1288|qwen3:350|qwen3:1680|qwen3:2095|qwen3:845|qwen3:415|qwen3:573|qwen3:1756
深度学习在药物发现中有哪些关键应用方向？,深度学习在药物发现中的关键应用方向包括：增强的分子动力学模拟、增强的分子对接和虚拟筛选、基于深度学习的生物分子结构端到端建模、基于深度生成模型的结构基础的从头药物设计，以及基于序列的蛋白-配体相互作用建模和药物发现方法。,qwen3:2723,药物分子设计,2723,1,3,qwen3:2730|qwen3:2724|qwen3:2723|qwen3:2726|qwen3:2226|qwen3:2728|qwen3:2727|qwen3:2227|qwen3:2725|qwen3:599,qwen3:2730|qwen3:2724|qwen3:2726|qwen3:2723|qwen3:2227|qwen3:2226|qwen3:599|qwen3:2219|qwen3:82|qwen3:2728,qwen3:2730|qwen3:2724|qwen3:2723|qwen3:2727|qwen3:2725|qwen3:2728|qwen3:2226|qwen3:2225|qwen3:3050|qwen3:2726
苯妥英与氯霉素合用时需要注意什么？,苯妥英钠与氯霉素合用可能降低苯妥英的代谢，使血药浓度增加，从而增加其毒性。,qwen3:2949,诊所老板之家,2949,1,3,qwen3:377|qwen3:1286|qwen3:2949|qwen3:1411|qwen3:580|qwen3:272|qwen3:1418|qwen3:1262|qwen3:2186|qwen3:2941,qwen3:377|qwen3:2949|qwen3:580|qwen3:1418|qwen3:2186|qwen3:2978|qwen3:266|qwen3:2802|qwen3:2782|qwen3:1335,qwen3:1286|qwen3:1411|qwen3:272|qwen3:1262|qwen3:2941|qwen3:1304|qwen3:375|qwen3:383|qwen3:117|qwen3:1326
二甲双胍联合噻唑烷二酮类药物适用于哪类2型糖尿病患者？,二甲双胍联合噻唑烷二酮类适于伴有明显胰岛素抵抗而血糖轻、中度升高的2型糖尿病患者。,qwen3:1924,掌上医讯,1924,1,3,qwen3:1925|qwen3:1926|qwen3:1924|qwen3:459|qwen3:1471|qwen3:1149|qwen3:1472|qwen3:2011|qwen3:1927|qwen3:542,qwen3:1925|qwen3:459|qwen3:1471|qwen3:1149|qwen3:2011|qwen3:542|qwen3:1926|qwen3:1349|qwen3:2618|qwen3:588,qwen3:1924|qwen3:1925|qwen3:1926|qwen3:1472|qwen3:1927|qwen3:2069|qwen3:1147|qwen3:1484|qwen3:1551|qwen3:1475
非布司他与哪些药物联用可能降低其降尿酸效果？,非布司他与利福平、苯巴比妥、卡马西平、苯妥英、利托那韦联用，可使其作用降低。,qwen3:3037,风湿免疫界,3037,1,1,qwen3:3037|qwen3:3036|qwen3:3035|qwen3:1637|qwen3:2571|qwen3:304|qwen3:33|qwen3:560|qwen3:2067|qwen3:1865,qwen3:3037|qwen3:3036|qwen3:1637|qwen3:3035|qwen3:304|qwen3:560|qwen3:1865|qwen3:2711|qwen3:305|qwen3:1638,qwen3:3036|qwen3:3037|qwen3:3035|qwen3:2571|qwen3:33|qwen3:2067|qwen3:1680|qwen3:3001|qwen3:2066|qwen3:481
INTEDE数据库提供了哪些关于DME的关键信息？,INTEDE数据库提供了目前最全面的DME数据，包括人体和人体微生物DME及其所代谢药物的详细信息；系统描述了DME相互作用组，并支持不同类型相互作用间的交叉分析；其中43.3%的DME已具备交叉分析的数据条件。,qwen3:104,DrugAI,104,1,1,qwen3:104|qwen3:101|qwen3:100|qwen3:103|qwen3:87|qwen3:102|qwen3:1992|qwen3:2188|qwen3:88|qwen3:2189,qwen3:104|qwen3:101|qwen3:100|qwen3:103|qwen3:87|qwen3:1992|qwen3:88|qwen3:1993|qwen3:83|qwen3:2241,qwen3:104|qwen3:100|qwen3:101|qwen3:103|qwen3:102|qwen3:2188|qwen3:2189|qwen3:2240|qwen3:35|qwen3:34
为什么中药在体外研究中难以准确反映其对代谢酶和转运体的真实作用？,因为中药进入细胞的不同成分可能对代谢酶和转运体产生不同的抑制或诱导作用，其总体效应是这些成分净作用的结果；而体外研究无论是使用单体还是提取物，都无法全面反映这种复杂的体内相互作用。,qwen3:662,中草药杂志社,662,1,1,qwen3:662|qwen3:661|qwen3:667|qwen3:660|qwen3:664|qwen3:623|qwen3:651|qwen3:624|qwen3:663|qwen3:920,qwen3:662|qwen3:661|qwen3:667|qwen3:623|qwen3:651|qwen3:624|qwen3:920|qwen3:652|qwen3:634|qwen3:660,qwen3:662|qwen3:664|qwen3:661|qwen3:660|qwen3:667|qwen3:663|qwen3:665|qwen3:1254|qwen3:656|qwen3:933
为什么HIV感染者在服用抗逆转录病毒治疗（ART）时需要特别注意药物相互作用？,因为添加到ART中的其他药物可能降低抗逆转录病毒药物水平，导致耐药性，或提高新药水平，引发毒性与副作用。食品补充剂如维生素、钙和镁也可能与整合酶抑制剂结合，降低其疗效并引起耐药性。,qwen3:811,优艾课堂,811,1,3,qwen3:2040|qwen3:809|qwen3:811|qwen3:2042|qwen3:2054|qwen3:2289|qwen3:196|qwen3:2036|qwen3:193|qwen3:2027,qwen3:811|qwen3:2042|qwen3:809|qwen3:2040|qwen3:2054|qwen3:2036|qwen3:2027|qwen3:2289|qwen3:2021|qwen3:2030,qwen3:2040|qwen3:809|qwen3:196|qwen3:2042|qwen3:811|qwen3:193|qwen3:2289|qwen3:2054|qwen3:1699|qwen3:194
在研药物为转运体底物时，什么情况下需要进行DDI临床研究？,当体外研究显示在研药物为转运体底物时，应基于药物的作用部位、消除途径、合并用药可能性及安全性综合判断是否需进行DDI临床研究。例如：P-gP或BCRP介导的DDI在小肠吸收、胆汁分泌或肾主动分泌显著影响药代动力学时；OATP1B1/OATP1B3介导的DDI在肝胆消除为主要途径且药物具有低被动扩散或高肝浓度时；OAT1/OAT3/OCT2/MATE介导的DDI在肾主动分泌占比超25%或存在肾毒性风险时。,qwen3:142,GMP办公室,142,1,2,qwen3:934|qwen3:142|qwen3:3101|qwen3:935|qwen3:984|qwen3:973|qwen3:972|qwen3:3090|qwen3:131|qwen3:3089,qwen3:973|qwen3:3090|qwen3:934|qwen3:131|qwen3:3101|qwen3:142|qwen3:984|qwen3:935|qwen3:970|qwen3:128,qwen3:972|qwen3:935|qwen3:142|qwen3:3101|qwen3:984|qwen3:934|qwen3:3089|qwen3:944|qwen3:936|qwen3:151
当归和红花配伍使用有什么功效？,当归与红花配伍具有养血补血、活血祛瘀的功效，常用于桃红四物汤、血府逐瘀汤、补阳还五汤等活血化瘀方剂中。,qwen3:668,中草药杂志社,668,1,1,qwen3:668|qwen3:678|qwen3:677|qwen3:676|qwen3:671|qwen3:670|qwen3:669|qwen3:693|qwen3:2395|qwen3:683,qwen3:668|qwen3:678|qwen3:677|qwen3:676|qwen3:693|qwen3:670|qwen3:671|qwen3:669|qwen3:683|qwen3:692,qwen3:678|qwen3:668|qwen3:671|qwen3:677|qwen3:676|qwen3:670|qwen3:669|qwen3:2395|qwen3:2154|qwen3:2153
苯妥英与氯霉素合用时需要注意什么？,苯妥英钠与氯霉素合用可能降低苯妥英的代谢，使血药浓度增加，从而增加其毒性。,qwen3:2978,轻盈医学,2978,0,0,qwen3:377|qwen3:1286|qwen3:2949|qwen3:1411|qwen3:580|qwen3:272|qwen3:1418|qwen3:1262|qwen3:2186|qwen3:2941,qwen3:377|qwen3:2949|qwen3:580|qwen3:1418|qwen3:2186|qwen3:2978|qwen3:266|qwen3:2802|qwen3:2782|qwen3:1335,qwen3:1286|qwen3:1411|qwen3:272|qwen3:1262|qwen3:2941|qwen3:1304|qwen3:375|qwen3:383|qwen3:117|qwen3:1326
如何判断在研药物是否为OATP1B1或OATP1B3的底物？,若体外研究或ADME数据提示药物存在明显肝摄取或消除（如肝脏清除率≥总清除率的25%），应进行体外研究；若药物在OATP1B1/1B3转染细胞中的摄取达空白载体细胞的2倍及以上，或已知抑制剂在≥Ki/IC50十倍浓度下使摄取降至50%以下，则提示可能为其底物。,qwen3:922,凡默谷,922,1,1,qwen3:922|qwen3:923|qwen3:3091|qwen3:972|qwen3:925|qwen3:974|qwen3:132|qwen3:924|qwen3:130|qwen3:3088,qwen3:922|qwen3:923|qwen3:972|qwen3:925|qwen3:130|qwen3:921|qwen3:3091|qwen3:132|qwen3:958|qwen3:974,qwen3:922|qwen3:924|qwen3:974|qwen3:3091|qwen3:3088|qwen3:923|qwen3:132|qwen3:925|qwen3:972|qwen3:129
如何构建基于风险评估的中西药联合用药审批流程？,应建立分级管理机制，将中西药组合分为低、中、高风险三级；高风险处方需通过信息化系统自动警示并由临床药师进行前置审查；审查应基于循证医学证据、药物相互作用数据库及患者具体情况，并利用真实世界证据完善风险分级。,qwen3:1981,易药明析,1981,1,1,qwen3:1981|qwen3:1980|qwen3:1983|qwen3:1982|qwen3:2188|qwen3:694|qwen3:1974|qwen3:153|qwen3:3053|qwen3:3112,qwen3:1981|qwen3:1980|qwen3:1982|qwen3:1983|qwen3:694|qwen3:153|qwen3:3112|qwen3:995|qwen3:1945|qwen3:286,qwen3:1980|qwen3:1981|qwen3:1983|qwen3:2188|qwen3:1974|qwen3:3053|qwen3:1756|qwen3:3057|qwen3:1982|qwen3:842
在评价中草药或传统中药的药物相互作用时，为什么建议在体外试验中考察多批次的中草药？,因为中草药制备过程中的差异或不同产地可能导致成分含量不同，考察多批次有助于研究产地和制备方法对代谢酶或转运体的影响。,qwen3:989,凡默谷,989,1,8,qwen3:667|qwen3:3078|qwen3:962|qwen3:656|qwen3:147|qwen3:3106|qwen3:655|qwen3:989|qwen3:1179|qwen3:677,qwen3:656|qwen3:667|qwen3:655|qwen3:1179|qwen3:677|qwen3:659|qwen3:2959|qwen3:962|qwen3:3078|qwen3:666,qwen3:147|qwen3:3106|qwen3:989|qwen3:667|qwen3:3078|qwen3:962|qwen3:120|qwen3:940|qwen3:3102|qwen3:662
阿格列汀在老年2型糖尿病患者中的用药安全性如何？,《中国老年2型糖尿病诊疗措施专家共识(2018年版)》指出，阿格列汀分子结构独特，对DPP-4酶具有高选择性，不经细胞色素P450代谢，与其他药物的相互作用少，联合用药更安全。,qwen3:517,中国医学论坛报今日循环,517,1,4,qwen3:480|qwen3:496|qwen3:519|qwen3:517|qwen3:516|qwen3:533|qwen3:547|qwen3:548|qwen3:463|qwen3:524,qwen3:517|qwen3:533|qwen3:480|qwen3:548|qwen3:524|qwen3:496|qwen3:477|qwen3:482|qwen3:448|qwen3:519,qwen3:516|qwen3:547|qwen3:480|qwen3:463|qwen3:481|qwen3:495|qwen3:541|qwen3:506|qwen3:519|qwen3:496
哪些他汀类药物容易发生药物相互作用？,洛伐他汀、辛伐他汀和阿托伐他汀主要通过CYP3A4代谢，因此更容易发生药物相互作用。氟伐他汀主要由CYP2C9代谢，小部分由CYP3A4及CYP2C8代谢；瑞舒伐他汀和匹伐他汀仅有少量经CYP2C9代谢；而普伐他汀不通过P450酶代谢，相互作用风险较低。,qwen3:208,PSM药盾公益,208,1,1,qwen3:208|qwen3:571|qwen3:210|qwen3:33|qwen3:2264|qwen3:1680|qwen3:348|qwen3:1879|qwen3:2265|qwen3:1691,qwen3:210|qwen3:208|qwen3:2264|qwen3:348|qwen3:2265|qwen3:2266|qwen3:2263|qwen3:213|qwen3:571|qwen3:783,qwen3:33|qwen3:208|qwen3:1680|qwen3:1879|qwen3:1691|qwen3:571|qwen3:1153|qwen3:328|qwen3:2908|qwen3:2382
全基因组关联研究如何帮助理解双相情感障碍的生物学机制？,"一项涵盖超过40,000例双相情感障碍病例的全基因组关联研究提供了对该疾病潜在生物学机制的新见解。",qwen3:260,bio生物信息,260,1,1,qwen3:260|qwen3:1711|qwen3:73|qwen3:1737|qwen3:77|qwen3:1743|qwen3:241|qwen3:1712|qwen3:740|qwen3:411,qwen3:260|qwen3:73|qwen3:77|qwen3:241|qwen3:740|qwen3:251|qwen3:75|qwen3:41|qwen3:15|qwen3:988,qwen3:1711|qwen3:1737|qwen3:1743|qwen3:1712|qwen3:411|qwen3:2188|qwen3:27|qwen3:2380|qwen3:42|qwen3:1598
为什么医生需要建立自己的‘私人弹药库’，并且重点掌握约30种常用药物？,因为课本中的药物知识可能已过时，而新药尚未纳入教材，医生需自行积累并深入掌握常用药物的关键信息，包括剂型、药代动力学、药效动力学和临床试验数据，以确保安全有效用药，并能举一反三评估新药。,qwen3:1580,医脉通精神科,1580,1,1,qwen3:1580|qwen3:1579|qwen3:2172|qwen3:1581|qwen3:2694|qwen3:2077|qwen3:2285|qwen3:423|qwen3:2175|qwen3:424,qwen3:1580|qwen3:1579|qwen3:1581|qwen3:2172|qwen3:2077|qwen3:423|qwen3:424|qwen3:1583|qwen3:1824|qwen3:2408,qwen3:1580|qwen3:1579|qwen3:2694|qwen3:2172|qwen3:2285|qwen3:2175|qwen3:2171|qwen3:168|qwen3:3127|qwen3:2405
酮康唑与H1受体拮抗剂合用有什么风险？,酮康唑能抑制H1受体拮抗剂（如西沙比利、阿司咪唑、特非拉丁）的代谢，使其血药浓度升高，导致QT间期延长，可能引发室性心律失常或纤颤。,qwen3:2670,药学卫生考试资料,2670,0,0,qwen3:887|qwen3:2902|qwen3:1458|qwen3:1855|qwen3:2631|qwen3:2114|qwen3:2644|qwen3:2822|qwen3:2653|qwen3:282,qwen3:887|qwen3:1458|qwen3:2631|qwen3:2902|qwen3:2822|qwen3:282|qwen3:1449|qwen3:2662|qwen3:2151|qwen3:1428,qwen3:887|qwen3:1855|qwen3:2114|qwen3:2644|qwen3:2653|qwen3:2883|qwen3:2893|qwen3:2902|qwen3:1808|qwen3:1346
在评估药物相互作用时，如何选择指针底物的浓度？,指针底物浓度应小于或等于其转运体的Km值，并且应包括可使底物线性转运的浓度范围。,qwen3:1009,凡默谷,1009,1,1,qwen3:1009|qwen3:142|qwen3:2960|qwen3:3101|qwen3:168|qwen3:984|qwen3:3127|qwen3:3082|qwen3:214|qwen3:143,qwen3:1009|qwen3:2960|qwen3:168|qwen3:3127|qwen3:214|qwen3:2962|qwen3:955|qwen3:1178|qwen3:3126|qwen3:167,qwen3:142|qwen3:3101|qwen3:984|qwen3:3082|qwen3:143|qwen3:985|qwen3:3102|qwen3:966|qwen3:936|qwen3:935
治疗性蛋白药物的DDI研究目前存在哪些挑战和注意事项？,治疗性蛋白药物的DDI研究尚在经验积累阶段，相比小分子药物存在更多待明确之处。需关注如CYP酶系底物联用、FcRn相关机制、免疫原性影响及药物分布改变等因素。体外或动物试验对临床预测作用有限，应结合临床和模型研究综合评估。,qwen3:816,佛系小欣,816,1,2,qwen3:815|qwen3:816|qwen3:814|qwen3:2919|qwen3:33|qwen3:2690|qwen3:34|qwen3:2687|qwen3:317|qwen3:2927,qwen3:816|qwen3:2919|qwen3:815|qwen3:2690|qwen3:2687|qwen3:2927|qwen3:814|qwen3:3105|qwen3:2920|qwen3:1021,qwen3:815|qwen3:33|qwen3:814|qwen3:34|qwen3:317|qwen3:816|qwen3:834|qwen3:1103|qwen3:836|qwen3:2919
奥美拉唑为什么会影响地高辛的疗效？,奥美拉唑的抑酸作用会抑制地高辛的分解过程，使其有效浓度降低、作用减弱；因此在合用时需适当增加地高辛剂量或调整服药时间。,qwen3:807,伊鸿健康,807,1,1,qwen3:807|qwen3:808|qwen3:356|qwen3:2792|qwen3:2793|qwen3:355|qwen3:834|qwen3:392|qwen3:1054|qwen3:2519,qwen3:808|qwen3:807|qwen3:2793|qwen3:356|qwen3:1054|qwen3:355|qwen3:2792|qwen3:381|qwen3:373|qwen3:2939,qwen3:834|qwen3:2792|qwen3:392|qwen3:356|qwen3:807|qwen3:2519|qwen3:808|qwen3:2793|qwen3:2409|qwen3:355
奈玛特韦/利托那韦与沙格列汀合用时需要注意什么？,建议调整沙格列汀的剂量，具体信息应参阅沙格列汀产品标签。,qwen3:1969,明湛药学,1969,1,1,qwen3:1969|qwen3:2991|qwen3:1966|qwen3:1965|qwen3:1652|qwen3:1972|qwen3:2062|qwen3:1968|qwen3:1970|qwen3:1928,qwen3:1965|qwen3:1972|qwen3:1969|qwen3:1968|qwen3:2991|qwen3:1971|qwen3:1966|qwen3:2279|qwen3:420|qwen3:419,qwen3:1652|qwen3:1969|qwen3:2062|qwen3:1970|qwen3:1928|qwen3:1967|qwen3:2991|qwen3:1966|qwen3:501|qwen3:1964
为什么医生需要告知癌症患者在治疗期间哪些食物可以吃或不能吃？,因为食物和药物之间可能存在相互作用，例如血糖升高会干扰某些癌症药物的疗效，而避免食用可能影响药物吸收或代谢的食物有助于确保治疗有效。,qwen3:2843,葡萄牙金海国际,2843,1,1,qwen3:2843|qwen3:2488|qwen3:2401|qwen3:2406|qwen3:2492|qwen3:2286|qwen3:1686|qwen3:2764|qwen3:602|qwen3:2408,qwen3:2843|qwen3:2492|qwen3:2286|qwen3:2488|qwen3:602|qwen3:2408|qwen3:2401|qwen3:835|qwen3:834|qwen3:2406,qwen3:2843|qwen3:2488|qwen3:1686|qwen3:2764|qwen3:2406|qwen3:2401|qwen3:2172|qwen3:569|qwen3:1506|qwen3:570
在研药物临床试验中为何需要评估药物相互作用（DDI）？,应在患者同时使用在研药物和可能与之发生相互作用的合并药物前评估潜在DDI，以科学制定合并用药策略、入排标准或剂量调整策略，预防不必要的安全性风险。DDI研究不充分可能影响对药物获益与风险的判断，并可能导致说明书应用范围受限或上市许可延迟。,qwen3:963,凡默谷,963,0,0,qwen3:913|qwen3:3095|qwen3:136|qwen3:120|qwen3:978|qwen3:936|qwen3:962|qwen3:928|qwen3:3078|qwen3:144,qwen3:913|qwen3:962|qwen3:3078|qwen3:120|qwen3:914|qwen3:3095|qwen3:136|qwen3:978|qwen3:1166|qwen3:33,qwen3:936|qwen3:928|qwen3:144|qwen3:986|qwen3:913|qwen3:136|qwen3:3095|qwen3:978|qwen3:3103|qwen3:120
服用左旋甲状腺素钠片时，哪些食物可能会影响药效？,富含纤维的食物、豆制品和浓咖啡会显著影响左旋甲状腺素钠片的吸收，减少身体对药物的吸收量，从而降低药效。,qwen3:1656,原生素,1656,1,2,qwen3:3159|qwen3:1656|qwen3:3157|qwen3:1942|qwen3:1292|qwen3:2382|qwen3:2414|qwen3:1941|qwen3:2155|qwen3:840,qwen3:1942|qwen3:1656|qwen3:3159|qwen3:2414|qwen3:3157|qwen3:2155|qwen3:765|qwen3:2586|qwen3:2412|qwen3:1733,qwen3:3159|qwen3:1292|qwen3:2382|qwen3:1656|qwen3:1941|qwen3:840|qwen3:569|qwen3:1756|qwen3:1655|qwen3:3157
为什么药物相互作用信息通常不全面，以及如何弥补这一不足？,文献和药品说明书通常只列举常见代表性药物的相互作用，数据库虽包含更多但仍然不全面；因此需根据药品说明书及Drugbank数据库中药物药代动力学/药效动力学特点及对代谢酶、转运体等的影响，通过机制分析推测是否存在相互作用。,qwen3:287,ioncology,287,0,0,qwen3:2760|qwen3:834|qwen3:424|qwen3:2410|qwen3:1046|qwen3:2381|qwen3:1347|qwen3:2405|qwen3:2532|qwen3:2409,qwen3:2760|qwen3:424|qwen3:1046|qwen3:1347|qwen3:2532|qwen3:1584|qwen3:287|qwen3:1946|qwen3:1518|qwen3:795,qwen3:834|qwen3:2410|qwen3:2381|qwen3:2405|qwen3:2409|qwen3:1879|qwen3:2362|qwen3:1078|qwen3:311|qwen3:390
在DDI研究中，促变药何时可以采用单次给药方式进行研究？,若促变药并非诱导剂或者时间依赖型抑制剂，或是抑制剂并且可证明单次与多次给药对酶/转运体的影响相似时，可采用单次给药进行DDI研究；此外，当促变药有多个相互作用机制时（如利福平作为OATP1B1抑制剂），特定情况下也可采用单次给药方式。,qwen3:139,GMP办公室,139,1,2,qwen3:931|qwen3:139|qwen3:3098|qwen3:981|qwen3:3097|qwen3:138|qwen3:980|qwen3:930|qwen3:932|qwen3:1796,qwen3:931|qwen3:139|qwen3:3098|qwen3:981|qwen3:3097|qwen3:138|qwen3:980|qwen3:932|qwen3:930|qwen3:935,qwen3:931|qwen3:139|qwen3:3098|qwen3:981|qwen3:138|qwen3:3097|qwen3:980|qwen3:1796|qwen3:930|qwen3:137
MDNN模型是如何利用药物知识图谱和异构特征来预测药物相互作用的？,MDNN模型通过构建药物知识图谱（DKG）表达药物成分及药物间关系，并融合药物的异构特征（如作用靶点、化学结构、酶等），将DDI矩阵、DKG和异构特征统一建模于同一概率分布中，从而预测药物相互作用。,qwen3:46,DataFunTalk,46,1,1,qwen3:46|qwen3:226|qwen3:50|qwen3:223|qwen3:49|qwen3:94|qwen3:47|qwen3:44|qwen3:73|qwen3:24,qwen3:46|qwen3:226|qwen3:223|qwen3:94|qwen3:44|qwen3:24|qwen3:29|qwen3:82|qwen3:89|qwen3:228,qwen3:46|qwen3:50|qwen3:49|qwen3:47|qwen3:73|qwen3:37|qwen3:53|qwen3:225|qwen3:229|qwen3:226
药物与受体结合的亲和力如何通过解离常数Kd和吉布斯自由能来衡量？,药物对受体的亲和力由解离常数Kd表示，Kd越小亲和力越大；Kd与吉布斯自由能ΔG相关，ΔG = -RT ln(1/Kd)，在生理条件下可近似计算，通常Kd在10⁻²至10⁻¹² M范围内对应ΔG为-10至-70 kJ/mol。,qwen3:2098,殷赋科技,2098,1,2,qwen3:2099|qwen3:2098|qwen3:2100|qwen3:2104|qwen3:2962|qwen3:3005|qwen3:1795|qwen3:2314|qwen3:1244|qwen3:3115,qwen3:2099|qwen3:2098|qwen3:2100|qwen3:2962|qwen3:1795|qwen3:1244|qwen3:2960|qwen3:348|qwen3:2101|qwen3:1077,qwen3:2098|qwen3:2099|qwen3:2104|qwen3:3005|qwen3:2314|qwen3:3115|qwen3:156|qwen3:998|qwen3:2079|qwen3:2698
李朝博士在人工智能领域获得了哪些重要奖项？,李朝博士荣获中国计算机学会科学技术进步奖杰出奖、中国计算机学会杰出演讲者奖，并在包括斯坦福大学发起的OGB-DDI（药物相互作用）和OGB-Protein（蛋白质预测）在内的3个顶级人工智能大赛中获得冠军，还获得了WWW和CIKM等四个国际顶级会议最佳论文奖。,qwen3:51,DataFunTalk,51,1,1,qwen3:51|qwen3:57|qwen3:2723|qwen3:58|qwen3:1161|qwen3:40|qwen3:834|qwen3:39|qwen3:44|qwen3:1862,qwen3:51|qwen3:57|qwen3:58|qwen3:40|qwen3:39|qwen3:1862|qwen3:1159|qwen3:204|qwen3:2695|qwen3:851,qwen3:51|qwen3:2723|qwen3:1161|qwen3:834|qwen3:44|qwen3:233|qwen3:2395|qwen3:3044|qwen3:1210|qwen3:1120
西布曲明为什么被禁止用于减肥产品？,西布曲明是一种作用于中枢神经系统抑制食欲的药物，因副作用大，会引发内分泌失调、增加心血管疾病风险、导致肝损害，且无特效解毒药，故自2010年10月30日起被中国禁止生产销售。,qwen3:4,21世纪经济报道,4,1,1,qwen3:4|qwen3:2129|qwen3:5|qwen3:3|qwen3:2|qwen3:0|qwen3:2130|qwen3:311|qwen3:504|qwen3:2380,qwen3:4|qwen3:5|qwen3:2129|qwen3:3|qwen3:2|qwen3:0|qwen3:2130|qwen3:504|qwen3:2131|qwen3:1795,qwen3:2129|qwen3:4|qwen3:5|qwen3:3|qwen3:2|qwen3:0|qwen3:311|qwen3:2380|qwen3:2764|qwen3:1971
